State,District,Subdistt,Town/Village,Name,Level,TOT_P,No_HH,TOT_M,TOT_F,P_LIT,P_ILL,TOT_WORK_P,Village Code,Village Name,Tap Water-Treated (Status A(1)/NA(2)),Power Supply For All Users (Status A(1)/NA(2)),Hospital Allopathic (Numbers),Govt Primary School (Status A(1)/NA(2)),Govt Secondary School (Status A(1)/NA(2)),Black Topped (pucca) Road (Status A(1)/NA(2)),Public Bus Service (Status A(1)/NA(2)),ATM (Status A(1)/NA(2)),Has_Hospital
19,341,2398,332521,Kumar Chak,VILLAGE,2515,540,1299,1216,1853,662,1096,332521,Kumar Chak,False,True,0.0,True,False,False,False,False,False
19,341,2398,332522,Kismat Kanupat,VILLAGE,972,207,486,486,657,315,461,332522,Kismat Kanupat,True,True,0.0,True,False,False,False,False,False
19,341,2398,332523,Kanupat,VILLAGE,2646,585,1362,1284,2117,529,975,332523,Kanupat,True,True,0.0,True,True,False,False,False,False
19,341,2398,332524,Debipur,VILLAGE,2497,591,1272,1225,1508,989,1048,332524,Debipur,True,False,0.0,True,False,False,False,False,False
19,341,2398,332525,Dakshin Manshri,VILLAGE,2609,575,1351,1258,1659,950,1161,332525,Dakshin Manshri,False,False,0.0,True,False,True,False,False,False
19,341,2398,332526,Chand Chak,VILLAGE,2748,596,1388,1360,1600,1148,1241,332526,Chand Chak,True,False,0.0,True,False,False,False,False,False
19,341,2398,332527,Sonatala,VILLAGE,5093,1169,2640,2453,3846,1247,2036,332527,Sonatala,True,True,0.0,True,False,False,False,False,False
19,341,2398,332528,Gar Bhabanipur,VILLAGE,1359,328,695,664,975,384,570,332528,Gar Bhabanipur,False,False,0.0,True,True,True,True,False,False
19,341,2398,332529,Bhabanipur,VILLAGE,1694,370,846,848,1429,265,699,332529,Bhabanipur,False,True,0.0,True,True,True,False,False,False
19,341,2398,332530,Chitrasenpur,VILLAGE,1784,396,909,875,1434,350,690,332530,Chitrasenpur,False,True,0.0,True,False,True,False,False,False
19,341,2398,332531,Kansona,VILLAGE,1713,394,898,815,1249,464,670,332531,Kansona,False,False,0.0,True,False,False,False,False,False
19,341,2398,332532,Bajeprotap,VILLAGE,1341,295,699,642,882,459,477,332532,Bajeprotap,False,True,0.0,True,False,False,False,False,False
19,341,2398,332533,Pratapnarayanpur,VILLAGE,1277,310,665,612,960,317,587,332533,Pratapnarayanpur,True,True,0.0,True,True,False,False,False,False
19,341,2398,332534,Kultikari,VILLAGE,2111,505,1096,1015,1265,846,715,332534,Kultikari,False,True,0.0,True,False,False,False,False,False
19,341,2398,332535,Raghunathpur,VILLAGE,1643,387,838,805,1287,356,669,332535,Raghunathpur,False,True,0.0,True,True,False,False,False,False
19,341,2398,332536,Bedhi Chandrapur,VILLAGE,5290,1135,2671,2619,3972,1318,1865,332536,Bedhi Chandrapur,True,True,0.0,True,True,False,False,False,False
19,341,2398,332537,Gumgar,VILLAGE,1675,383,878,797,1245,430,648,332537,Gumgar,False,False,0.0,True,False,False,False,False,False
19,341,2398,332538,Peruhareshpur,VILLAGE,5892,1345,3011,2881,4441,1451,2396,332538,Peruhareshpur,True,True,0.0,True,True,False,False,False,False
19,341,2398,332539,Krishna Chak,VILLAGE,2503,567,1284,1219,1933,570,982,332539,Krishna Chak,True,False,0.0,True,False,True,False,False,False
19,341,2398,332540,Thakurani Chak,VILLAGE,2643,648,1355,1288,2076,567,1213,332540,Thakurani Chak,True,True,0.0,True,True,True,False,False,False
19,341,2398,332541,Mallik Chak,VILLAGE,1390,318,731,659,960,430,664,332541,Mallik Chak,True,True,0.0,True,False,False,False,False,False
19,341,2398,332542,Narikel Beria,VILLAGE,4231,996,2136,2095,3115,1116,1912,332542,Narikel Beria,True,True,0.0,True,False,False,True,False,False
19,341,2398,332543,Khila,VILLAGE,3540,812,1823,1717,2844,696,1424,332543,Khila,True,True,0.0,True,True,True,False,False,False
19,341,2398,332544,Gauranga Chak,VILLAGE,1511,357,774,737,1240,271,608,332544,Gauranga Chak,True,False,0.0,True,True,True,True,False,False
19,341,2398,332545,Paliara,VILLAGE,3643,886,1827,1816,2722,921,1679,332545,Paliara,True,True,0.0,True,False,False,False,False,False
19,341,2398,332546,Shibnarayan Chak,VILLAGE,3350,711,1682,1668,2502,848,1391,332546,Shibnarayan Chak,True,False,0.0,True,False,False,False,False,False
19,341,2398,332547,Nazarkhan,VILLAGE,1544,348,784,760,1067,477,626,332547,Nazarkhan,True,True,0.0,True,False,True,False,False,False
19,341,2398,332548,Par Radhanagar,VILLAGE,4343,953,2226,2117,3044,1299,1804,332548,Par Radhanagar,True,True,0.0,True,False,True,False,False,False
19,341,2398,332549,Kamal Chak,VILLAGE,2633,585,1394,1239,2068,565,1054,332549,Kamal Chak,False,False,0.0,True,True,False,False,False,False
19,341,2398,332550,Nimdangi,VILLAGE,831,176,437,394,687,144,326,332550,Nimdangi,False,True,0.0,True,False,False,False,False,False
19,341,2399,332551,Nakubar,VILLAGE,4453,1004,2335,2118,3289,1164,1606,332551,Nakubar,False,True,0.0,True,True,True,False,False,False
19,341,2399,332552,Boalia,VILLAGE,1424,328,710,714,1031,393,470,332552,Boalia,False,True,0.0,True,False,True,False,False,False
19,341,2399,332553,Jhikhira,VILLAGE,5421,1243,2748,2673,4239,1182,2077,332553,Jhikhira,False,True,0.0,True,True,True,False,False,False
19,341,2399,332554,Chingrajola,VILLAGE,4974,1067,2569,2405,3367,1607,1732,332554,Chingrajola,False,False,0.0,True,True,False,False,False,False
19,341,2399,332555,Ghardubra,VILLAGE,1253,273,630,623,962,291,445,332555,Ghardubra,False,False,0.0,True,False,False,False,False,False
19,341,2399,332556,Rautara,VILLAGE,3730,869,1896,1834,2721,1009,1428,332556,Rautara,False,True,0.0,True,False,True,True,False,False
19,341,2399,332557,Ranjoybar,VILLAGE,3033,612,1558,1475,1856,1177,1078,332557,Ranjoybar,False,False,0.0,True,False,True,False,False,False
19,341,2399,332558,Chak Kundalia,VILLAGE,993,226,521,472,564,429,405,332558,Chak Kundalia,False,False,0.0,True,False,False,False,False,False
19,341,2399,332559,Amragari,VILLAGE,3271,657,1673,1598,2560,711,1158,332559,Amragari,False,True,1.0,True,True,False,False,False,True
19,341,2399,332560,Ghanashyam Chak,VILLAGE,322,55,152,170,251,71,85,332560,Ghanashyam Chak,False,True,0.0,True,False,False,False,False,False
19,341,2399,332561,Chak Janardan,VILLAGE,1298,261,693,605,978,320,666,332561,Chak Janardan,False,True,0.0,True,False,False,False,False,False
19,341,2399,332562,Kalasdihi,VILLAGE,530,117,267,263,260,270,192,332562,Kalasdihi,False,False,0.0,True,False,False,False,False,False
19,341,2399,332563,Kakrol,VILLAGE,5258,1223,2718,2540,3509,1749,2035,332563,Kakrol,False,True,0.0,True,True,False,False,False,False
19,341,2399,332564,Shibgachhia,VILLAGE,2992,700,1526,1466,1997,995,1098,332564,Shibgachhia,False,False,0.0,True,False,False,False,False,False
19,341,2399,332565,Marayachak,VILLAGE,679,145,344,335,448,231,234,332565,Marayachak,False,False,0.0,True,False,False,False,False,False
19,341,2399,332566,Uttar Bhatora,VILLAGE,5370,1128,2779,2591,3477,1893,1962,332566,Uttar Bhatora,False,True,0.0,True,True,False,False,False,False
19,341,2399,332567,Dakshin Bhatora,VILLAGE,8854,1757,4552,4302,6871,1983,3212,332567,Dakshin Bhatora,False,True,0.0,True,True,False,False,False,False
19,341,2399,332568,Hatgachha,VILLAGE,1928,343,1013,915,1418,510,632,332568,Hatgachha,False,True,0.0,True,False,False,False,False,False
19,341,2399,332569,Beral,VILLAGE,1555,295,818,737,1045,510,659,332569,Beral,False,True,0.0,True,False,False,False,False,False
19,341,2399,332570,Chitnan,VILLAGE,4757,985,2508,2249,3426,1331,1715,332570,Chitnan,False,True,0.0,True,True,False,False,False,False
19,341,2399,332571,Mirgram,VILLAGE,1666,306,856,810,1238,428,495,332571,Mirgram,False,True,0.0,True,False,False,False,False,False
19,341,2399,332572,Kulia,VILLAGE,1292,282,666,626,883,409,589,332572,Kulia,False,True,0.0,True,False,False,False,False,False
19,341,2399,332573,Solbaga,VILLAGE,2802,605,1416,1386,1754,1048,1028,332573,Solbaga,False,True,0.0,True,False,False,False,False,False
19,341,2399,332574,Takipara,VILLAGE,2591,545,1340,1251,1993,598,814,332574,Takipara,False,True,0.0,True,False,False,False,False,False
19,341,2399,332575,Ajangachhi,VILLAGE,3984,798,2031,1953,2917,1067,1267,332575,Ajangachhi,False,True,0.0,True,True,True,False,False,False
19,341,2399,332576,Nignan,VILLAGE,1870,364,963,907,1367,503,574,332576,Nignan,False,True,0.0,True,False,False,False,False,False
19,341,2399,332577,Dhanyaghari,VILLAGE,3780,823,1899,1881,2640,1140,1573,332577,Dhanyaghari,False,True,0.0,True,False,True,False,False,False
19,341,2399,332578,Fatik Beria,VILLAGE,629,148,336,293,345,284,183,332578,Fatik Beria,False,True,0.0,True,False,False,False,False,False
19,341,2399,332579,Hio,VILLAGE,1727,360,902,825,1330,397,708,332579,Hio,False,False,0.0,True,False,False,False,False,False
19,341,2399,332580,Dakshin Khalna,VILLAGE,5701,1219,2871,2830,3971,1730,1960,332580,Dakshin Khalna,False,True,0.0,True,True,True,True,False,False
19,341,2399,332581,Purbba Khalan,VILLAGE,2413,553,1274,1139,1920,493,880,332581,Purbba Khalan,False,True,0.0,True,False,True,True,False,False
19,341,2399,332582,Uttar Khalna,VILLAGE,2270,521,1165,1105,1603,667,814,332582,Uttar Khalna,False,False,0.0,True,True,True,True,False,False
19,341,2399,332583,Khajur Daha,VILLAGE,1285,275,682,603,881,404,899,332583,Khajur Daha,False,False,0.0,True,False,False,False,False,False
19,341,2399,332584,Jhamtia,VILLAGE,4879,979,2530,2349,3293,1586,1751,332584,Jhamtia,False,True,0.0,True,True,True,False,False,False
19,341,2399,332585,Khari Geria,VILLAGE,2318,522,1225,1093,1160,1158,826,332585,Khari Geria,False,True,0.0,True,False,False,False,False,False
19,341,2399,332586,Kasmali,VILLAGE,4662,1019,2415,2247,2953,1709,1856,332586,Kasmali,False,True,0.0,True,True,True,False,False,False
19,341,2399,332587,Kamar Khola,VILLAGE,828,162,448,380,470,358,304,332587,Kamar Khola,False,False,0.0,True,False,True,False,False,False
19,341,2399,332588,Paschim Jaypur,VILLAGE,0,0,0,0,0,0,0,332588,Paschim Jaypur,False,,0.0,,,False,False,False,False
19,341,2399,332589,Madhya Jaypur,VILLAGE,1253,258,640,613,715,538,451,332589,Madhya Jaypur,False,False,0.0,True,False,False,False,False,False
19,341,2399,332590,Dakshin Jaypur,VILLAGE,912,206,475,437,543,369,284,332590,Dakshin Jaypur,False,False,0.0,True,False,False,False,False,False
19,341,2399,332591,Jaypur,VILLAGE,9023,1982,4578,4445,6960,2063,3350,332591,Jaypur,False,True,0.0,True,True,True,False,False,False
19,341,2399,332592,Binalakrishnabati,VILLAGE,2005,447,991,1014,1564,441,728,332592,Binalakrishnabati,False,False,0.0,True,True,True,True,False,False
19,341,2399,332593,Saoraberia,VILLAGE,2534,537,1295,1239,1913,621,953,332593,Saoraberia,False,False,0.0,True,False,True,False,False,False
19,341,2399,332594,Hanidaha,VILLAGE,1624,390,832,792,1179,445,755,332594,Hanidaha,False,False,0.0,True,False,False,False,False,False
19,341,2399,332595,Nischintapur,VILLAGE,2470,538,1277,1193,1817,653,1138,332595,Nischintapur,False,False,0.0,True,False,False,False,False,False
19,341,2399,332596,Thalia,VILLAGE,2763,636,1417,1346,2170,593,1198,332596,Thalia,False,True,0.0,True,True,True,False,False,False
19,341,2399,332597,Bhateghari,VILLAGE,2499,595,1285,1214,1710,789,1060,332597,Bhateghari,False,True,0.0,True,False,True,False,False,False
19,341,2399,332598,Sehagari,VILLAGE,3063,731,1621,1442,2309,754,1177,332598,Sehagari,False,True,0.0,True,False,True,False,False,False
19,341,2399,332599,Saoria,VILLAGE,3150,723,1611,1539,2071,1079,1114,332599,Saoria,False,False,0.0,True,False,True,False,False,False
19,341,2399,332600,Kamargaria,VILLAGE,2296,525,1158,1138,1579,717,820,332600,Kamargaria,False,False,0.0,True,False,True,False,False,False
19,341,2399,332601,Dhaipur,VILLAGE,2515,545,1314,1201,1890,625,1080,332601,Dhaipur,False,True,0.0,True,False,True,False,False,False
19,341,2399,332602,Mainan,VILLAGE,2859,604,1418,1441,2037,822,1339,332602,Mainan,False,True,0.0,True,False,False,False,False,False
19,341,2399,332603,Bargazipur,VILLAGE,596,141,301,295,509,87,208,332603,Bargazipur,False,False,0.0,True,True,False,False,False,False
19,341,2399,332604,Kalbansh,VILLAGE,2071,491,1087,984,1694,377,781,332604,Kalbansh,False,True,0.0,True,False,False,False,False,False
19,341,2399,332605,Khariop,VILLAGE,4806,1112,2474,2332,3789,1017,2045,332605,Khariop,False,True,0.0,True,True,True,False,False,False
19,341,2399,332606,Betai,VILLAGE,2969,724,1539,1430,2395,574,1166,332606,Betai,False,True,0.0,True,False,True,False,False,False
19,341,2399,332607,Jayanti,VILLAGE,2068,496,1025,1043,1599,469,829,332607,Jayanti,False,False,0.0,True,False,True,False,False,False
19,341,2399,332608,Nawapara,VILLAGE,5815,1309,2927,2888,4407,1408,2165,332608,Nawapara,False,True,0.0,True,True,True,False,False,False
19,341,2399,332609,Narit,VILLAGE,3515,820,1835,1680,2353,1162,1311,332609,Narit,False,True,0.0,True,True,True,True,False,False
19,341,2399,332610,Sirol,VILLAGE,2340,468,1209,1131,1627,713,1000,332610,Sirol,False,False,0.0,True,False,False,False,False,False
19,341,2399,332611,Kusberia,VILLAGE,4223,975,2249,1974,2922,1301,1677,332611,Kusberia,False,False,0.0,True,True,True,False,False,False
19,341,2399,332612,Sarda,VILLAGE,5677,1145,2901,2776,3752,1925,1828,332612,Sarda,False,False,0.0,True,True,True,False,False,False
19,341,2399,332613,Sital Chak,VILLAGE,1828,410,945,883,1461,367,735,332613,Sital Chak,False,False,0.0,True,True,True,False,False,False
19,341,2399,332614,Bankura,VILLAGE,2036,428,1059,977,1660,376,742,332614,Bankura,False,False,0.0,True,False,False,False,False,False
19,341,2399,332615,Tajpur,VILLAGE,6806,1466,3457,3349,5053,1753,2548,332615,Tajpur,False,True,0.0,True,True,True,False,False,False
19,341,2399,332616,Mahishamuri,VILLAGE,1790,414,938,852,1478,312,695,332616,Mahishamuri,False,False,0.0,True,True,False,False,False,False
19,341,2400,332620,Damodar Nadirchar,VILLAGE,579,132,303,276,463,116,212,332620,Damodar Nadirchar,True,False,0.0,False,False,False,False,False,False
19,341,2400,332621,Fatepur,VILLAGE,2840,638,1438,1402,2067,773,1148,332621,Fatepur,False,False,0.0,True,False,True,False,False,False
19,341,2400,332622,Khardaha,VILLAGE,5535,1207,2870,2665,4029,1506,1969,332622,Khardaha,False,False,0.0,True,True,False,False,False,False
19,341,2400,332623,Gobinda Chak,VILLAGE,1582,368,824,758,1232,350,590,332623,Gobinda Chak,False,False,0.0,True,False,False,False,False,False
19,341,2400,332624,Tentuliapara,VILLAGE,1633,358,870,763,1111,522,717,332624,Tentuliapara,False,False,0.0,True,False,False,False,False,False
19,341,2400,332625,Sonamui,VILLAGE,4155,959,2190,1965,3243,912,1519,332625,Sonamui,False,False,0.0,True,True,False,False,False,False
19,341,2400,332626,Khasnan,VILLAGE,3221,637,1678,1543,2212,1009,991,332626,Khasnan,False,False,0.0,True,False,True,False,False,False
19,341,2400,332627,Purba Gazipur,VILLAGE,6720,1420,3470,3250,4347,2373,2238,332627,Purba Gazipur,True,False,0.0,True,True,True,False,False,False
19,341,2400,332628,Ranapara,VILLAGE,2420,471,1279,1141,1827,593,872,332628,Ranapara,True,False,0.0,True,False,True,False,False,False
19,341,2400,332629,Serajbati,VILLAGE,2787,680,1391,1396,1863,924,965,332629,Serajbati,True,True,0.0,True,False,False,False,True,False
19,341,2400,332630,Madaria,VILLAGE,4024,968,2051,1973,3147,877,1522,332630,Madaria,True,False,0.0,True,True,False,False,False,False
19,341,2400,332631,Mallagram,VILLAGE,1821,430,950,871,1460,361,656,332631,Mallagram,True,True,1.0,True,False,False,False,False,True
19,341,2400,332632,Chhota Mahara,VILLAGE,2132,478,1096,1036,1620,512,695,332632,Chhota Mahara,True,False,0.0,True,True,False,False,False,False
19,341,2400,332633,Bara Mahara,VILLAGE,1887,440,962,925,1441,446,616,332633,Bara Mahara,False,False,0.0,True,True,True,False,False,False
19,341,2400,332634,Kotalpara,VILLAGE,1602,346,754,848,1253,349,506,332634,Kotalpara,False,False,0.0,True,False,False,False,False,False
19,341,2400,332635,Chakpota,VILLAGE,2299,526,1158,1141,1950,349,898,332635,Chakpota,False,False,0.0,True,False,False,False,False,False
19,341,2400,332636,Sameshwar,VILLAGE,1847,464,942,905,1278,569,719,332636,Sameshwar,False,False,0.0,True,False,True,False,False,False
19,341,2400,332637,Kalikata,VILLAGE,1651,395,827,824,1363,288,577,332637,Kalikata,False,False,0.0,True,False,True,False,False,False
19,341,2400,332638,Raspur,VILLAGE,3073,722,1552,1521,2353,720,1072,332638,Raspur,False,False,0.0,True,True,True,False,False,False
19,341,2400,332639,Kumaria,VILLAGE,2845,695,1430,1415,1881,964,1023,332639,Kumaria,False,False,0.0,True,False,True,False,False,False
19,341,2400,332640,Putkhali,VILLAGE,588,134,305,283,500,88,197,332640,Putkhali,False,False,0.0,True,False,False,False,False,False
19,341,2400,332641,Khaira,VILLAGE,1260,298,662,598,764,496,568,332641,Khaira,False,False,0.0,True,True,True,False,False,False
19,341,2400,332642,Sarpai,VILLAGE,888,202,456,432,448,440,323,332642,Sarpai,False,False,0.0,True,False,False,False,False,False
19,341,2400,332643,Bhojan,VILLAGE,2474,557,1286,1188,1864,610,934,332643,Bhojan,False,False,0.0,True,False,True,False,False,False
19,341,2400,332644,Begua,VILLAGE,1263,306,643,620,1012,251,594,332644,Begua,False,False,0.0,True,True,True,False,False,False
19,341,2400,332645,Saibana,VILLAGE,648,146,330,318,512,136,266,332645,Saibana,False,False,0.0,True,False,True,False,False,False
19,341,2400,332646,Purba Bajepratap,VILLAGE,1615,393,832,783,1231,384,652,332646,Purba Bajepratap,False,False,0.0,True,False,False,False,False,False
19,341,2400,332647,Balichak,VILLAGE,3304,788,1692,1612,2412,892,1224,332647,Balichak,False,False,0.0,True,True,False,False,False,False
19,341,2400,332648,Dhurkhali,VILLAGE,3195,726,1632,1563,2475,720,1311,332648,Dhurkhali,False,False,0.0,True,False,True,False,False,False
19,341,2400,332649,Banuchak,VILLAGE,1119,227,565,554,805,314,404,332649,Banuchak,False,False,0.0,True,False,True,False,False,False
19,341,2400,332650,Chaltakhali,VILLAGE,3366,727,1733,1633,2291,1075,1332,332650,Chaltakhali,False,False,0.0,True,False,True,False,False,False
19,341,2400,332651,Manikara,VILLAGE,2797,551,1409,1388,2052,745,946,332651,Manikara,True,True,0.0,True,True,True,True,False,False
19,341,2400,332652,Purash,VILLAGE,2150,447,1081,1069,1581,569,806,332652,Purash,False,True,0.0,True,True,True,False,False,False
19,341,2400,332653,Ghuteghari,VILLAGE,302,62,151,151,198,104,76,332653,Ghuteghari,False,False,0.0,False,False,False,False,False,False
19,341,2400,332654,Sahapur,VILLAGE,0,0,0,0,0,0,0,332654,Sahapur,,,0.0,,,,,,False
19,341,2400,332655,Mato,VILLAGE,1920,446,946,974,1324,596,672,332655,Mato,True,True,0.0,True,True,False,False,False,False
19,341,2400,332656,Barue,VILLAGE,3850,693,2016,1834,2771,1079,1505,332656,Barue,True,True,0.0,True,False,False,False,False,False
19,341,2400,332657,Ghoradaha,VILLAGE,3515,700,1814,1701,2496,1019,1220,332657,Ghoradaha,True,True,0.0,True,False,True,False,False,False
19,341,2400,332658,Habla,VILLAGE,1175,269,614,561,635,540,417,332658,Habla,True,True,0.0,True,False,False,False,False,False
19,341,2400,332659,Pearapur,VILLAGE,1178,246,635,543,854,324,431,332659,Pearapur,True,True,0.0,True,False,False,False,False,False
19,341,2400,332660,Bhetkepara,VILLAGE,2422,484,1275,1147,1889,533,790,332660,Bhetkepara,True,True,0.0,True,False,False,False,False,False
19,341,2400,332661,Debandi,VILLAGE,3524,819,1794,1730,2721,803,1322,332661,Debandi,False,True,0.0,True,True,False,False,False,False
19,341,2400,332662,Kadua,VILLAGE,1675,374,870,805,1223,452,618,332662,Kadua,False,False,0.0,True,False,False,False,False,False
19,341,2400,332663,Anule,VILLAGE,3196,713,1654,1542,2527,669,1179,332663,Anule,False,False,0.0,True,True,False,False,False,False
19,341,2400,332664,Baneshwarpur,VILLAGE,1748,421,870,878,1424,324,607,332664,Baneshwarpur,False,True,0.0,True,True,False,False,False,False
19,341,2400,332665,Uttar Ramchandrapur,VILLAGE,1985,447,1007,978,1519,466,811,332665,Uttar Ramchandrapur,True,False,0.0,True,True,True,True,False,False
19,341,2400,332666,Sarpota,VILLAGE,1042,243,553,489,775,267,377,332666,Sarpota,False,False,0.0,True,False,False,False,False,False
